Borough,Neighborhood,Neighborhood_Latitude,Neighborhood_Longitude,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
Cisauk,CISAUK,-6.3275231475160005,106.62497834976,Sera,-6.313629,106.650525,Chinese Restaurant
Cisauk,CISAUK,-6.3275231475160005,106.62497834976,SALE The Italian Kitchen,-6.3154064,106.6522033,Italian Restaurant
Cisauk,CISAUK,-6.3275231475160005,106.62497834976,Soto Betawi Bang Hadji,-6.3329463,106.63914,Betawinese Restaurant
Cisauk,CISAUK,-6.3275231475160005,106.62497834976,Homemade by Tyatyo,-6.314549,106.651858,Bistro
Cisauk,CISAUK,-6.3275231475160005,106.62497834976,Menya Sakura,-6.3052716,106.64294,Ramen Restaurant
Cisauk,CISAUK,-6.3275231475160005,106.62497834976,"Rumah Makan ""Sera"" Seafood & Chinese Food",-6.31352740261503,106.65034666806426,Seafood Restaurant
Cisauk,CISAUK,-6.3275231475160005,106.62497834976,Mie Aceh Jaly-Jaly Serpong Garden,-6.3348319,106.6383467,Noodle House
Cisauk,CISAUK,-6.3275231475160005,106.62497834976,Sate & Sop Kambing Serpong Garden,-6.334706,106.63833,Satay Restaurant
Cisauk,CISAUK,-6.3275231475160005,106.62497834976,Sate Betawi Mpok Lela,-6.332766,106.639085,Satay Restaurant
Cisauk,CISAUK,-6.3275231475160005,106.62497834976,Sate Padang Barokah,-6.333588,106.638749,Satay Restaurant
Cisoka,CISOKA,-6.257710000004599,106.41732624458,"Sate Ayam / Kambing ""Apana Sobbi""",-6.2633705062428895,106.4239981690944,Steakhouse
Cisoka,CISOKA,-6.257710000004599,106.41732624458,Soto ayam H.minong,-6.26793,106.42031,Sundanese Restaurant
Cisoka,CISOKA,-6.257710000004599,106.41732624458,Bakso dan Mie ayam arema Bukit Gading,-6.23036310755945,106.43387837331565,Indonesian Meatball Place
Jambe,JAMBE,-6.3215575645314015,106.50056895601999,Lesehan Bambu Hijau,-6.306768880544426,106.48896418897846,Sundanese Restaurant
Jambe,JAMBE,-6.3215575645314015,106.50056895601999,Warung Pecel,-6.302602767944336,106.49749755859375,Noodle House
Jambe,JAMBE,-6.3215575645314015,106.50056895601999,SauNg Lele Jambe - Tipar Raya,-6.311324119567871,106.47862243652344,Seafood Restaurant
Jambe,JAMBE,-6.3215575645314015,106.50056895601999,Rumah Singgah Bu Adhe  [Erro1818],-6.30182,106.509155,Indonesian Meatball Place
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Restaurant Fajar Center,-6.206632,106.35165,Chinese Restaurant
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Bakso Tenis 1 Modern,-6.18621044656748,106.3415588464778,Noodle House
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Sate Ayam Cikande,-6.208823442579418,106.37154550879426,Middle Eastern Restaurant
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Bakso Irfan 2,-6.206542962664422,106.35866726393162,Noodle House
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Warung Sate Madura,-6.215911872178182,106.34819278761826,Steakhouse
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Baso Arema,-6.208559038536798,106.3766625353992,Noodle House
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Bakso Top 67 - Puri Teratai residence,-6.216482929092894,106.34847447618705,Noodle House
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Warung Ki Suro Kumis 2,-6.216022272127035,106.34826752128242,Noodle House
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Baso Narto Cikande Permai,-6.215865135192871,106.35066223144531,Dumpling Restaurant
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Sate Padang Terminal,-6.219592,106.345999,Padangnese Restaurant
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Canteen Korea,-6.180700430577176,106.34082303264007,Korean Restaurant
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,D'Kebab,-6.21579,106.3489,Burrito Place
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Kantin,-6.214192681741314,106.3497564515073,Chinese Restaurant
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,kebab buah si babah,-6.204948471984839,106.3651637776142,Burrito Place
Jayanti,CIKANDE,-6.1941639670043,106.35211120757,Grand Chinese Food,-6.1845637281874515,106.34074255316224,Chinese Restaurant
Jayanti,JAYANTI,-6.2093999999762,106.39759903611,Bakso bakwan,-6.206258889463961,106.38229716124745,Noodle House
Jayanti,JAYANTI,-6.2093999999762,106.39759903611,Mie Ayam Pa'ino,-6.223376856298574,106.41651644097772,Noodle House
Jayanti,JAYANTI,-6.2093999999762,106.39759903611,Sate Ayam Cikande,-6.208823442579418,106.37154550879426,Middle Eastern Restaurant
Jayanti,JAYANTI,-6.2093999999762,106.39759903611,CFC Rest Area,-6.193618135292382,106.42486655007052,American Restaurant
Jayanti,JAYANTI,-6.2093999999762,106.39759903611,Baso Arema,-6.208559038536798,106.3766625353992,Noodle House
Jayanti,JAYANTI,-6.2093999999762,106.39759903611,rumah makan mudiak padang,-6.217085361480713,106.41087341308594,Padangnese Restaurant
Jayanti,JAYANTI,-6.2093999999762,106.39759903611,Bakso Tam Tam,-6.2173615,106.4116,Indonesian Meatball Place
Jayanti,PABUARAN,-6.1985850000082,106.09358549563999,Saung Dolet,-6.199252,106.09733,Malay Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,bakmie bangka asoka 57,-6.243262,106.618844,Noodle House
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,al gusto Italian Dining & Bar,-6.255871,106.620754,Italian Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Tea Garden,-6.230193619758022,106.63355166993139,Chinese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Sushi Go!,-6.241888,106.62743,Japanese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Bakmi Medan Kebon Jahe,-6.2427029466468795,106.62415264872261,Noodle House
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Dermaga Seafood,-6.232534146473921,106.63176128979318,Seafood Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Bakmi Karet Surya,-6.232154563235262,106.63134671493822,Noodle House
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Ayam Goreng Karawaci,-6.220943600825947,106.61679189363066,Halal Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Bakmie 88,-6.233117117514522,106.63415407750924,Noodle House
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Sate Pasar Lama Tangerang,-6.233577464605337,106.63247524925606,BBQ Joint
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,San Jung Korean BBQ | 산정 | 山亭,-6.229615310063906,106.60837733525757,Korean Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Wing Heng Hong Kong Dimsum,-6.231988,106.633363,Dim Sum Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Bornga 본가,-6.233981310006482,106.63240458278312,Korean Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Nasi Campur ATEK,-6.234779646273128,106.63203056619562,Chinese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Kwetiaw Goreng AKANG Medan,-6.233154496420429,106.6326813933212,Chinese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,B'Steak Grill & Pancake,-6.239805037224169,106.63737435171565,Steakhouse
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Taman Santap Rumah Kayu,-6.239067925712864,106.63777160757368,Seafood Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Myeong-ga Myeon-ok,-6.223488231752726,106.6206200397229,Korean Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Domino's Pizza,-6.22190450098676,106.61946842245426,Pizza Place
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Chin-Ma-Ya,-6.250472350684795,106.62513128364411,Noodle House
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Royal Eight Empress,-6.255562,106.620746,Chinese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Clique Kitchen & Bar,-6.245897405897497,106.62762390467817,Italian Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Bakmi Ationg,-6.262455161813115,106.61947417861509,Noodle House
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Kimukatsu,-6.240675,106.628489,Japanese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Pangsit Mie Palu,-6.233467,106.634346,Noodle House
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Pizza Pedia,-6.26051,106.63627,Pizza Place
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Bakso Solo Samrat Gading Serpong,-6.2363993,106.6312487,Indonesian Meatball Place
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Pencel Pincuk Ibu Ida,-6.243182,106.629631,Javanese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Sawarna Seafood,-6.232901,106.632115,Seafood Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Bakmie Lahap,-6.243352,106.61964,Noodle House
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Domino's Pizza,-6.2594,106.634,Pizza Place
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Singapore Koo Kee Restaurant (Summarecon Mall Serpong),-6.2425146,106.62782,Chinese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,"Sate Babi Sayur Bakut & Bacang ""Ko Encung""",-6.233075364275963,106.63240688733501,Satay Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Tang's chinese cuisine,-6.229209845566662,106.60755361581454,Chinese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Royal Eight,-6.255776,106.62071,Chinese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Bumbu Pekalongan,-6.246103171276073,106.63745141526714,Javanese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Sushi Tei,-6.2262437088134215,106.60715585072676,Sushi Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Sushi Tei,-6.241181815601501,106.62840100542121,Sushi Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Shao Kao Gading Serpong,-6.2307172,106.6334779,Satay Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Restoran Indah Jaya Minang Gading Serpong,-6.2371215,106.6311566,Padangnese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Huang He Express Chinese Food Restaurant,-6.2321916,106.63358,Chinese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,무궁화 (Mu Gung Hwa) - KoreanMart,-6.222660749795261,106.61815720254738,Grocery Store
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Eastern Kopi TM,-6.2406660835541805,106.62876683943364,Chinese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Pizza é Birra,-6.228348107291308,106.60695879357351,Pizza Place
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,RM. Padang Uda Juo,-6.222697855140164,106.60362286863692,Padangnese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Bakso Jawir,-6.22917091127275,106.6358528660157,Indonesian Meatball Place
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Waroeng SS,-6.23205622648826,106.5878430242222,Indonesian Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,KOI Teppanyaki,-6.239956564768511,106.62894576599737,Japanese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Chuan Tin Restaurant,-6.227690573574713,106.60609371362068,Chinese Restaurant
Kelapa Dua,KELAPA DUA,-6.2392715835324,106.61373000056999,Mie Aceh Kelapa Dua,-6.2360049072064445,106.62078658728137,Noodle House
Kemiri,KEMIRI,-6.0904671059824,106.46648499969,Baso Mas Jo,-6.0910449,106.458256,Dumpling Restaurant
Kemiri,KEMIRI,-6.0904671059824,106.46648499969,Rm Aneka Rasa,-6.075967,106.44682,Sundanese Restaurant
Kresek,KRESEK,-6.1485550000273,106.40231444397,Pempek Palembang - Ceplak,-6.15648,106.41162,Indian Restaurant
Kresek,KRESEK,-6.1485550000273,106.40231444397,Nongkrong di warung mpok Romlah,-6.138730525970459,106.39472198486328,Buffet
Kronjo,KRONJO,-6.0763790365096,106.42884456966999,Pizza Hut,-6.061804615499203,106.42772475677997,Pizza Place
Kronjo,KRONJO,-6.0763790365096,106.42884456966999,Baso lesehan Mas Aris,-6.065665275775674,106.43231407224067,Dumpling Restaurant
Kronjo,KRONJO,-6.0763790365096,106.42884456966999,starbuck Coffe @Jb,-6.060485074566513,106.42423395429867,American Restaurant
Kronjo,KRONJO,-6.0763790365096,106.42884456966999,Nasi Goreng Mang Edy,-6.0604761715238915,106.42426845947294,Eastern European Restaurant
Kronjo,KRONJO,-6.0763790365096,106.42884456966999,Rm Aneka Rasa,-6.075967,106.44682,Sundanese Restaurant
Kronjo,KRONJO,-6.0763790365096,106.42884456966999,Mie Ayam Bang Kuja,-6.056788361981436,106.42457199743886,Noodle House
Kronjo,KRONJO,-6.0763790365096,106.42884456966999,Mi Ayam Saputra Kronjo,-6.061708482170515,106.42772475677997,Noodle House
Kronjo,KRONJO,-6.0763790365096,106.42884456966999,Starbucks Lippo Karawaci,-6.057140865062537,106.42619884141011,Paella Restaurant
Kronjo,KRONJO,-6.0763790365096,106.42884456966999,Pecel Lele Maman,-6.062635299916133,106.42350912094115,Seafood Restaurant
Kronjo,KRONJO,-6.0763790365096,106.42884456966999,Nasi Uduk Bi Indun,-6.059652,106.429373,Brazilian Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Mie Ayam Ayu,-6.283095,106.555418,Noodle House
Legok,LEGOK,-6.3032326145181,106.55739500031,Hhoji,-6.31615,106.58344,Eastern European Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Land high resto,-6.31602,106.58364,Italian Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Dennyc,-6.31619,106.58364,Italian Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Minert,-6.31631,106.58359,Indian Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Roams,-6.31624,106.58347,Italian Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Seafood 21 - Cirendeu-Tangerang,-6.314150663412754,106.57771727407003,Seafood Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Saladyst,-6.316199711170628,106.58351843775638,Paella Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Mie Jessy-Curug,-6.268273458249612,106.55720152190673,Noodle House
Legok,LEGOK,-6.3032326145181,106.55739500031,Jemrads,-6.31624,106.58347,French Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Mie Ayam Bakso BasKit Mantep,-6.28342,106.57008,Noodle House
Legok,LEGOK,-6.3032326145181,106.55739500031,Bakso Doa Ibu 99 Wonogiri,-6.277708379036887,106.56937837627126,Noodle House
Legok,LEGOK,-6.3032326145181,106.55739500031,Kailsoams,-6.31624,106.58347,Pizza Place
Legok,LEGOK,-6.3032326145181,106.55739500031,Vunater,-6.31624,106.58347,Sushi Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Ceres bake,-6.31624,106.58347,Mexican Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Dallemm,-6.31633,106.58352,Paella Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Bensew resto,-6.31618,106.58345,French Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Losemrawe,-6.31617,106.58365,French Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Cecew resto,-6.31618,106.58345,Paella Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,RM. Barokah 131,-6.280849933624268,106.55451202392578,Sundanese Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Lemhratews,-6.31615,106.58346,Pizza Place
Legok,LEGOK,-6.3032326145181,106.55739500031,surabaya Jauh,-6.298408508300781,106.59315490722656,American Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,P sukro,-6.268156,106.558019,American Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Jiscaeser,-6.31613,106.58358,Noodle House
Legok,LEGOK,-6.3032326145181,106.55739500031,Bakso kita,-6.309675,106.586327,Noodle House
Legok,LEGOK,-6.3032326145181,106.55739500031,Scuute,-6.31611,106.58351,Mexican Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Seokills,-6.31619,106.58364,Argentinian Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Warung Soto,-6.290519714355469,106.53624725341797,Betawinese Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Pondok Sate Bpk. Amir,-6.283084455139789,106.55422071527866,Steakhouse
Legok,LEGOK,-6.3032326145181,106.55739500031,Voltage bread,-6.31615,106.58349,Mexican Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Fermenty,-6.316179700542933,106.58351843775638,Noodle House
Legok,LEGOK,-6.3032326145181,106.55739500031,Doex Mie Tiaw,-6.296972907568134,106.58689676702107,Halal Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Vintadeter,-6.31611,106.58357,Dumpling Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Kellyst,-6.3161,106.58349,Thai Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Hanassal,-6.3161,106.58348,Dim Sum Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Laopas,-6.31613,106.58356,Taco Place
Legok,LEGOK,-6.3032326145181,106.55739500031,Vangoshy,-6.31613,106.58356,Peruvian Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Cuper sake,-6.31617,106.58377,Dim Sum Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Voddage,-6.3162389827990735,106.5835414585596,Dim Sum Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Breakin floor,-6.316178388672279,106.58355872416362,Korean Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Vonaters,-6.31619,106.58364,Chinese Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Hindfars,-6.31624,106.58347,Vegetarian / Vegan Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Oray taneh,-6.30153,106.52627,Chinese Restaurant
Legok,LEGOK,-6.3032326145181,106.55739500031,Bounty court,-6.31617,106.58351,Burrito Place
Legok,LEGOK,-6.3032326145181,106.55739500031,Cakesrey,-6.31633,106.58352,Vegetarian / Vegan Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Pondok sate remaja,-6.295668709349578,106.62833884794809,Satay Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Sushi & Sashimi,-6.304544314499836,106.64288862002063,Sushi Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Wang Fu Dimsum,-6.282284,106.637056,Dim Sum Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Soto Betawi H. Mamat,-6.304597375339483,106.64380431175232,Betawinese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Sushi & Bento,-6.3046666910075055,106.64290308952332,Sushi Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Pizza Express,-6.304170334911127,106.6435991965407,Pizza Place
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Sapo Oriental,-6.2844308,106.6372951,Chinese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Uchino Shokudo,-6.303951756345926,106.64442262119006,Japanese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Bakmi GM,-6.304781894427779,106.6432062692514,Noodle House
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Sukiya Gyudon,-6.304866328694685,106.6432321067764,Japanese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Imperial Kitchen & Dimsum,-6.30473723741337,106.64376959556266,Chinese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Ichiro,-6.304896226931299,106.64301025337856,Ramen Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Land high resto,-6.31602,106.58364,Italian Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Roams,-6.31624,106.58347,Italian Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Motomoto,-6.283231,106.637138,Italian Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Bakso Bakwan Rudal Ranco,-6.3043012008175285,106.62681916457323,Noodle House
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Seokills,-6.31619,106.58364,Argentinian Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,budi punya bakso,-6.2650464,106.6133113,Dumpling Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Toyofuku,-6.303586965126948,106.64402693510056,Dumpling Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Yoshinoya,-6.3034146,106.6445581,Japanese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Hygge Signature,-6.301223,106.648302,Bistro
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Sushi Mentai,-6.266929,106.61756,Sushi Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Maison Tatsuya,-6.3041416625504025,106.64374719458111,Steakhouse
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Kellyst,-6.3161,106.58349,Thai Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Hanassal,-6.3161,106.58348,Dim Sum Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Thai I Love You,-6.304091144087832,106.64404430554362,Thai Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Moon City Restaurant,-6.289088411640713,106.64562599570436,Chinese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Hindfars,-6.31624,106.58347,Vegetarian / Vegan Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Ichiro Ramen,-6.284494,106.637583,Ramen Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Penang Restaurant,-6.28282,106.635956,Malay Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Flowsome Bistro Q-Big,-6.284818,106.637188,Bistro
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,大戸屋 Ootoya,-6.3041169682647595,106.64405251746939,Japanese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Yoshinoya (吉野家),-6.304668,106.643486,Japanese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Sea Food Dooson,-6.285917420357942,106.59272695591096,Seafood Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Nissin Ramen Bar,-6.304966,106.64286,Noodle House
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Hitsumabushi & Chanko Edosawa,-6.303477659418675,106.64441049098969,Japanese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Zenbu House Of Mozaru,-6.304013,106.643925,Korean Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Ta Wan,-6.304714336631689,106.64363615852793,Chinese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Sate Mak Syukur,-6.3046737462594,106.64389318923932,Padangnese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Ten Ten Ramen,-6.2847967,106.63672,Ramen Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Ikan Bakar Poco Poco : Q BIG BSD,-6.283495,106.637506,Manadonese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Sate Khas Senayan,-6.303881838778854,106.64445935002492,Satay Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Ramen Kanbe,-6.304799990343034,106.64312034845352,Ramen Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Bakso Atom,-6.2832127,106.6363,Indonesian Meatball Place
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,"PappaRich Floating Castle,BSD",-6.297595253108817,106.64024856916443,Malay Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Gyu-Kaku,-6.303960544945363,106.64452193384103,Japanese Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,Menya Sakura,-6.3052716,106.64294,Ramen Restaurant
Pagedangan,PAGEDANGAN,-6.2971787900008,106.61577412602,O-GI,-6.303610959059817,106.64411544799805,Japanese Restaurant
Pakuhaji,PAKUHAJI,-6.054424738492499,106.60553399038,Bakso malang,-6.035881,106.603798,Dumpling Restaurant
Pakuhaji,PAKUHAJI,-6.054424738492499,106.60553399038,Holycow Steakhouse,-6.073566888794218,106.60272439974379,Steakhouse
Pakuhaji,PAKUHAJI,-6.054424738492499,106.60553399038,Sea Food 89,-6.0517453487212185,106.63961592211925,Seafood Restaurant
Pakuhaji,PAKUHAJI,-6.054424738492499,106.60553399038,pelelangan ikan Cituis-Surya Bahari,-6.044100396231246,106.5969975400606,Seafood Restaurant
Panongan,PANONGAN,-6.277677887994,106.52303999989999,bakwan malang,-6.273852825164795,106.53089141845703,Halal Restaurant
Panongan,PANONGAN,-6.277677887994,106.52303999989999,Mie Ayam Ayu,-6.283095,106.555418,Noodle House
Panongan,PANONGAN,-6.277677887994,106.52303999989999,I Am Geprek Bensu,-6.2501475,106.5239051,Betawinese Restaurant
Panongan,PANONGAN,-6.277677887994,106.52303999989999,MAXIMAL,-6.250375,106.52365,Bistro
Panongan,PANONGAN,-6.277677887994,106.52303999989999,MAXIMAL,-6.2504135,106.5236986,Bistro
Panongan,PANONGAN,-6.277677887994,106.52303999989999,Steak Bakar 21,-6.249587,106.52366,Steakhouse
Panongan,PANONGAN,-6.277677887994,106.52303999989999,Rumah Singgah Bu Adhe  [Erro1818],-6.30182,106.509155,Indonesian Meatball Place
Panongan,PANONGAN,-6.277677887994,106.52303999989999,RM. Cahaya Delima / Bofet Ma'kuto,-6.252295173993546,106.51997320523829,Padangnese Restaurant
Panongan,PANONGAN,-6.277677887994,106.52303999989999,"Warkop Mie Aceh ""SIGLI JAYA""",-6.25100969791177,106.51989265644848,Indonesian Restaurant
Panongan,PANONGAN,-6.277677887994,106.52303999989999,Mie Amen,-6.260768,106.5326154,Noodle House
Panongan,PANONGAN,-6.277677887994,106.52303999989999,Mom milk Benton Junction,-6.268532139609367,106.52699832813394,American Restaurant
Panongan,PANONGAN,-6.277677887994,106.52303999989999,Ayam Goreng Karawaci,-6.2573303,106.5212591,Asian Restaurant
